"season","daynum","wteam","wscore","lteam","lscore","wloc","numot","id"
"O",79,723,68,570,49,"A",0,"O_570_723"
"O",79,741,75,578,67,"H",0,"O_578_741"
"O",79,751,95,795,64,"H",0,"O_751_795"
"O",79,759,46,694,44,"H",1,"O_694_759"
"O",79,765,72,819,65,"H",0,"O_765_819"
"O",79,767,73,742,65,"A",0,"O_742_767"
"O",79,775,70,663,69,"A",0,"O_663_775"
"O",79,780,75,596,48,"H",0,"O_596_780"
"O",79,787,81,643,64,"H",0,"O_643_787"
"O",79,788,70,803,58,"H",0,"O_788_803"
"O",79,789,77,853,72,"H",0,"O_789_853"
"O",79,796,78,629,71,"H",0,"O_629_796"
"O",79,802,57,724,52,"A",0,"O_724_802"
"O",79,805,57,772,56,"H",0,"O_772_805"
"O",79,809,78,617,71,"A",0,"O_617_809"
"O",79,817,80,557,72,"A",0,"O_557_817"
"O",79,824,72,666,67,"A",0,"O_666_824"
"O",79,825,81,847,59,"H",0,"O_825_847"
"O",79,829,94,746,68,"A",0,"O_746_829"
"O",79,833,77,568,67,"A",0,"O_568_833"
"O",79,839,82,708,69,"A",0,"O_708_839"
"O",79,843,68,661,60,"N",0,"O_661_843"
"O",79,849,54,670,48,"H",0,"O_670_849"
"O",80,516,76,594,61,"A",0,"O_516_594"
"O",80,522,66,540,55,"H",0,"O_522_540"
"O",80,535,48,654,47,"A",0,"O_535_654"
"O",80,538,67,808,65,"H",0,"O_538_808"
"O",80,539,89,725,57,"H",0,"O_539_725"
"O",80,554,92,598,80,"H",0,"O_554_598"
"O",80,586,71,646,69,"A",0,"O_586_646"
"O",80,589,70,659,50,"A",0,"O_589_659"
"O",80,590,77,513,74,"H",0,"O_513_590"
"O",80,592,71,515,66,"A",0,"O_515_592"
"O",80,601,64,735,57,"H",1,"O_601_735"
"O",80,607,91,730,84,"H",0,"O_607_730"
"O",80,611,64,524,63,"H",0,"O_524_611"
"O",80,614,81,645,53,"H",0,"O_614_645"
"O",80,625,67,729,61,"A",0,"O_625_729"
"O",80,631,75,774,60,"A",0,"O_631_774"
"O",80,634,85,791,67,"H",0,"O_634_791"
"O",80,657,63,507,54,"A",0,"O_507_657"
"O",80,672,69,812,60,"A",0,"O_672_812"
"O",80,677,61,834,57,"H",0,"O_677_834"
"O",80,679,69,777,40,"H",0,"O_679_777"
"O",80,687,60,579,51,"A",0,"O_579_687"
"O",80,700,62,813,58,"A",0,"O_700_813"
"O",80,702,71,613,69,"A",0,"O_613_702"
"O",80,711,86,768,78,"H",0,"O_711_768"
"O",80,718,85,689,79,"A",0,"O_689_718"
"O",80,727,80,564,73,"H",0,"O_564_727"
"O",80,732,79,652,39,"H",0,"O_652_732"
"O",80,739,84,532,59,"H",0,"O_532_739"
"O",80,740,109,832,91,"H",0,"O_740_832"
"O",80,745,65,588,50,"A",0,"O_588_745"
"O",80,748,65,630,64,"H",0,"O_630_748"
"O",80,750,71,544,53,"H",0,"O_544_750"
"O",80,752,50,585,49,"A",0,"O_585_752"
"O",80,756,87,650,76,"H",0,"O_650_756"
"O",80,760,64,710,50,"A",0,"O_710_760"
"O",80,762,77,797,63,"H",0,"O_762_797"
"O",80,764,80,651,77,"H",0,"O_651_764"
"O",80,766,67,653,61,"H",0,"O_653_766"
"O",80,776,63,686,60,"H",0,"O_686_776"
"O",80,781,71,753,56,"H",0,"O_753_781"
"O",80,783,59,726,35,"H",0,"O_726_783"
"O",80,785,65,828,60,"A",0,"O_785_828"
"O",80,792,94,519,90,"H",0,"O_519_792"
"O",80,800,77,835,69,"H",0,"O_800_835"
"O",80,807,71,647,60,"H",0,"O_647_807"
"O",80,810,62,840,61,"H",0,"O_810_840"
"O",80,811,70,703,53,"H",0,"O_703_811"
"O",80,814,66,848,53,"H",0,"O_814_848"
"O",80,815,62,547,49,"H",0,"O_547_815"
"O",80,822,69,597,43,"A",0,"O_597_822"
"O",80,823,86,770,68,"H",0,"O_770_823"
"O",80,826,64,622,58,"A",0,"O_622_826"
"O",80,838,65,648,59,"A",1,"O_648_838"
"O",80,841,67,818,60,"A",0,"O_818_841"
"O",80,850,44,550,42,"A",0,"O_550_850"
"O",81,541,74,744,58,"H",0,"O_541_744"
"O",81,552,64,844,50,"H",0,"O_552_844"
"O",81,554,70,850,68,"H",0,"O_554_850"
"O",81,621,80,582,74,"H",0,"O_582_621"
"O",81,627,56,658,53,"A",0,"O_627_658"
"O",81,638,69,591,68,"A",0,"O_591_638"
"O",81,688,79,566,65,"H",0,"O_566_688"
"O",81,782,74,704,65,"A",0,"O_704_782"
"O",81,784,76,667,69,"H",0,"O_667_784"
"O",81,842,86,733,83,"H",0,"O_733_842"
"O",81,845,69,855,59,"A",0,"O_845_855"
"O",81,854,71,531,63,"A",0,"O_531_854"
"O",82,504,62,675,57,"H",0,"O_504_675"
"O",82,505,70,773,63,"A",0,"O_505_773"
"O",82,506,69,508,62,"A",0,"O_506_508"
"O",82,509,71,616,64,"H",0,"O_509_616"
"O",82,510,87,833,74,"H",0,"O_510_833"
"O",82,511,77,512,58,"A",0,"O_511_512"
"O",82,514,62,734,54,"A",0,"O_514_734"
"O",82,519,66,634,64,"A",1,"O_519_634"
"O",82,521,71,663,45,"H",0,"O_521_663"
"O",82,522,100,586,89,"H",0,"O_522_586"
"O",82,523,57,610,52,"A",0,"O_523_610"
"O",82,530,74,587,64,"H",0,"O_530_587"
"O",82,533,62,555,61,"A",0,"O_533_555"
"O",82,535,84,622,55,"A",0,"O_535_622"
"O",82,536,71,754,69,"A",0,"O_536_754"
"O",82,537,81,690,75,"H",0,"O_537_690"
"O",82,538,73,565,72,"H",0,"O_538_565"
"O",82,539,65,726,61,"H",0,"O_539_726"
"O",82,540,86,646,82,"A",0,"O_540_646"
"O",82,546,84,641,82,"A",0,"O_546_641"
"O",82,550,70,598,60,"H",0,"O_550_598"
"O",82,553,64,545,56,"A",0,"O_545_553"
"O",82,559,88,793,74,"H",0,"O_559_793"
"O",82,561,77,558,51,"A",0,"O_558_561"
"O",82,568,91,600,87,"A",0,"O_568_600"
"O",82,570,76,605,74,"H",1,"O_570_605"
"O",82,572,71,768,48,"H",0,"O_572_768"
"O",82,575,78,846,64,"H",0,"O_575_846"
"O",82,576,75,615,62,"H",0,"O_576_615"
"O",82,577,60,551,47,"A",0,"O_551_577"
"O",82,578,70,775,69,"H",0,"O_578_775"
"O",82,579,60,797,46,"H",0,"O_579_797"
"O",82,581,57,520,53,"H",0,"O_520_581"
"O",82,585,83,547,80,"H",0,"O_547_585"
"O",82,588,78,777,75,"H",0,"O_588_777"
"O",82,590,78,516,63,"H",0,"O_516_590"
"O",82,592,58,769,56,"H",0,"O_592_769"
"O",82,593,72,619,65,"A",0,"O_593_619"
"O",82,594,96,513,81,"H",0,"O_513_594"
"O",82,597,87,699,77,"H",0,"O_597_699"
"O",82,602,80,799,71,"A",0,"O_602_799"
"O",82,603,88,746,63,"H",0,"O_603_746"
"O",82,604,78,790,63,"H",0,"O_604_790"
"O",82,607,85,652,69,"H",0,"O_607_652"
"O",82,612,62,567,58,"A",0,"O_567_612"
"O",82,621,88,733,80,"H",1,"O_621_733"
"O",82,630,68,689,59,"A",0,"O_630_689"
"O",82,631,65,677,64,"A",0,"O_631_677"
"O",82,632,75,608,59,"H",0,"O_608_632"
"O",82,633,65,760,52,"H",0,"O_633_760"
"O",82,636,84,629,61,"A",0,"O_629_636"
"O",82,639,87,503,70,"H",0,"O_503_639"
"O",82,640,101,515,70,"H",0,"O_515_640"
"O",82,644,75,642,57,"H",0,"O_642_644"
"O",82,645,60,740,55,"A",0,"O_645_740"
"O",82,648,67,686,58,"H",0,"O_648_686"
"O",82,650,65,613,60,"A",0,"O_613_650"
"O",82,653,80,659,64,"A",0,"O_653_659"
"O",82,657,77,611,69,"A",0,"O_611_657"
"O",82,662,88,695,64,"H",0,"O_662_695"
"O",82,664,68,542,53,"A",0,"O_542_664"
"O",82,665,70,560,62,"A",0,"O_560_665"
"O",82,666,92,617,77,"H",0,"O_617_666"
"O",82,669,64,529,52,"H",0,"O_529_669"
"O",82,671,65,673,64,"A",0,"O_671_673"
"O",82,672,84,835,74,"A",0,"O_672_835"
"O",82,674,73,655,63,"A",0,"O_655_674"
"O",82,676,70,698,53,"H",0,"O_676_698"
"O",82,681,61,680,52,"H",0,"O_680_681"
"O",82,682,69,580,53,"A",0,"O_580_682"
"O",82,683,72,571,62,"H",0,"O_571_683"
"O",82,687,80,762,61,"A",0,"O_687_762"
"O",82,692,62,517,56,"H",0,"O_517_692"
"O",82,693,67,747,58,"A",0,"O_693_747"
"O",82,701,82,557,64,"H",0,"O_557_701"
"O",82,706,66,548,37,"H",0,"O_548_706"
"O",82,712,74,825,62,"H",0,"O_712_825"
"O",82,715,73,623,68,"H",0,"O_623_715"
"O",82,716,99,705,98,"H",2,"O_705_716"
"O",82,717,87,573,77,"H",0,"O_573_717"
"O",82,718,85,748,82,"A",0,"O_718_748"
"O",82,719,99,534,77,"H",0,"O_534_719"
"O",82,722,73,637,69,"A",0,"O_637_722"
"O",82,723,58,847,55,"A",0,"O_723_847"
"O",82,724,87,543,56,"A",0,"O_543_724"
"O",82,727,77,806,61,"H",0,"O_727_806"
"O",82,732,80,730,64,"H",0,"O_730_732"
"O",82,738,69,670,59,"H",0,"O_670_738"
"O",82,743,62,599,57,"A",0,"O_599_743"
"O",82,745,66,679,53,"A",0,"O_679_745"
"O",82,749,81,624,80,"H",1,"O_624_749"
"O",82,750,84,532,60,"H",0,"O_532_750"
"O",82,751,67,819,64,"A",0,"O_751_819"
"O",82,752,70,815,67,"A",0,"O_752_815"
"O",82,756,93,702,84,"H",0,"O_702_756"
"O",82,757,85,564,80,"H",1,"O_564_757"
"O",82,758,66,755,65,"A",0,"O_755_758"
"O",82,759,68,649,66,"H",0,"O_649_759"
"O",82,765,62,761,51,"H",0,"O_761_765"
"O",82,767,82,618,68,"H",0,"O_618_767"
"O",82,770,82,709,64,"A",0,"O_709_770"
"O",82,771,109,737,105,"A",1,"O_737_771"
"O",82,772,68,583,53,"H",0,"O_583_772"
"O",82,776,57,838,54,"H",0,"O_776_838"
"O",82,779,60,569,59,"H",0,"O_569_779"
"O",82,783,84,725,69,"H",0,"O_725_783"
"O",82,786,76,660,71,"H",0,"O_660_786"
"O",82,787,66,820,62,"A",1,"O_787_820"
"O",82,789,62,596,45,"A",0,"O_596_789"
"O",82,792,61,791,56,"H",0,"O_791_792"
"O",82,794,67,556,63,"H",0,"O_556_794"
"O",82,795,97,643,92,"A",1,"O_643_795"
"O",82,796,75,721,65,"H",0,"O_721_796"
"O",82,802,62,742,58,"H",0,"O_742_802"
"O",82,804,74,685,73,"H",0,"O_685_804"
"O",82,805,61,661,59,"A",0,"O_661_805"
"O",82,808,65,807,56,"A",0,"O_807_808"
"O",82,810,74,841,62,"H",0,"O_810_841"
"O",82,811,69,800,54,"H",0,"O_800_811"
"O",82,812,48,703,47,"A",0,"O_703_812"
"O",82,814,99,735,89,"H",0,"O_735_814"
"O",82,816,67,635,64,"H",0,"O_635_816"
"O",82,817,79,788,70,"A",0,"O_788_817"
"O",82,818,87,840,61,"H",0,"O_818_840"
"O",82,821,71,502,54,"H",0,"O_502_821"
"O",82,822,60,620,48,"A",0,"O_620_822"
"O",82,823,64,563,63,"H",0,"O_563_823"
"O",82,824,96,809,59,"A",0,"O_809_824"
"O",82,826,86,654,67,"A",0,"O_654_826"
"O",82,827,82,518,74,"H",0,"O_518_827"
"O",82,829,81,778,71,"A",0,"O_778_829"
"O",82,831,63,527,62,"H",0,"O_527_831"
"O",82,832,94,614,91,"A",0,"O_614_832"
"O",82,834,67,774,54,"A",0,"O_774_834"
"O",82,836,73,798,41,"H",0,"O_798_836"
"O",82,837,82,707,70,"H",0,"O_707_837"
"O",82,839,69,830,57,"H",0,"O_830_839"
"O",82,842,89,582,67,"H",0,"O_582_842"
"O",82,843,71,720,65,"H",0,"O_720_843"
"O",82,848,65,601,45,"A",0,"O_601_848"
"O",82,851,61,574,59,"A",0,"O_574_851"
"O",82,853,72,741,61,"H",0,"O_741_853"
"O",83,524,73,828,67,"H",0,"O_524_828"
"O",83,528,79,813,61,"A",0,"O_528_813"
"O",83,552,73,845,72,"H",0,"O_552_845"
"O",83,562,76,678,72,"H",0,"O_562_678"
"O",83,583,61,801,46,"A",0,"O_583_801"
"O",83,591,71,667,70,"H",0,"O_591_667"
"O",83,595,68,606,66,"H",0,"O_595_606"
"O",83,627,68,589,58,"H",0,"O_589_627"
"O",83,628,58,625,43,"A",0,"O_625_628"
"O",83,638,75,784,59,"A",0,"O_638_784"
"O",83,651,68,549,60,"H",0,"O_549_651"
"O",83,713,75,566,71,"H",0,"O_566_713"
"O",83,714,67,626,58,"A",0,"O_626_714"
"O",83,739,75,544,62,"H",0,"O_544_739"
"O",83,744,62,704,61,"A",0,"O_704_744"
"O",83,764,64,731,61,"H",0,"O_731_764"
"O",83,766,66,658,58,"A",0,"O_658_766"
"O",83,782,68,541,55,"A",0,"O_541_782"
"O",83,785,67,507,61,"H",0,"O_507_785"
"O",83,844,69,855,55,"A",0,"O_844_855"
"O",83,849,79,729,71,"H",1,"O_729_849"
"O",84,505,84,508,70,"A",0,"O_505_508"
"O",84,506,77,773,60,"A",0,"O_506_773"
"O",84,526,77,620,67,"A",1,"O_526_620"
"O",84,571,63,560,59,"A",0,"O_560_571"
"O",84,598,63,752,58,"H",0,"O_598_752"
"O",84,610,66,593,53,"H",0,"O_593_610"
"O",84,619,67,523,64,"H",0,"O_523_619"
"O",84,633,72,759,68,"A",0,"O_633_759"
"O",84,635,67,740,63,"H",0,"O_635_740"
"O",84,636,84,676,65,"H",0,"O_636_676"
"O",84,683,91,665,54,"H",0,"O_665_683"
"O",84,734,69,685,63,"H",1,"O_685_734"
"O",84,747,97,707,82,"H",0,"O_707_747"
"O",84,749,68,835,63,"H",0,"O_749_835"
"O",84,779,85,728,64,"A",0,"O_728_779"
"O",84,786,73,603,56,"H",0,"O_603_786"
"O",84,787,66,803,51,"A",0,"O_787_803"
"O",84,797,68,584,52,"H",0,"O_584_797"
"O",84,804,70,514,67,"H",0,"O_514_804"
"O",84,819,84,618,73,"H",0,"O_618_819"
"O",84,833,100,554,90,"H",0,"O_554_833"
"O",84,837,59,693,57,"H",0,"O_693_837"
"O",84,850,78,547,63,"H",0,"O_547_850"
"O",85,520,65,669,59,"H",2,"O_520_669"
"O",85,527,75,551,69,"H",0,"O_527_551"
"O",85,564,92,563,84,"A",1,"O_563_564"
"O",85,637,76,521,74,"A",0,"O_521_637"
"O",85,639,69,798,49,"A",0,"O_639_798"
"O",85,646,78,522,72,"A",0,"O_522_646"
"O",85,660,82,746,59,"H",0,"O_660_746"
"O",85,662,81,668,59,"H",0,"O_662_668"
"O",85,671,57,670,56,"A",0,"O_670_671"
"O",85,673,65,715,61,"H",0,"O_673_715"
"O",85,689,73,677,69,"A",0,"O_677_689"
"O",85,708,77,695,63,"A",0,"O_695_708"
"O",85,741,65,569,64,"A",0,"O_569_741"
"O",85,769,68,640,62,"H",0,"O_640_769"
"O",85,805,65,802,55,"H",0,"O_802_805"
"O",85,817,60,502,50,"H",0,"O_502_817"
"O",85,840,123,763,76,"H",0,"O_763_840"
"O",85,843,62,573,46,"A",0,"O_573_843"
"O",86,503,79,836,70,"A",0,"O_503_836"
"O",86,504,57,655,38,"H",0,"O_504_655"
"O",86,509,69,692,59,"H",0,"O_509_692"
"O",86,524,80,813,63,"A",0,"O_524_813"
"O",86,529,64,581,61,"A",0,"O_529_581"
"O",86,533,81,644,76,"H",1,"O_533_644"
"O",86,546,74,789,64,"H",0,"O_546_789"
"O",86,555,69,616,68,"H",0,"O_555_616"
"O",86,556,72,698,60,"H",0,"O_556_698"
"O",86,557,63,788,57,"H",0,"O_557_788"
"O",86,562,73,530,68,"A",0,"O_530_562"
"O",86,576,61,712,48,"A",0,"O_576_712"
"O",86,577,70,595,56,"H",0,"O_577_595"
"O",86,586,72,540,57,"H",0,"O_540_586"
"O",86,591,64,784,53,"H",0,"O_591_784"
"O",86,592,87,604,71,"H",0,"O_592_604"
"O",86,599,67,780,62,"H",1,"O_599_780"
"O",86,602,77,570,66,"H",0,"O_570_602"
"O",86,611,64,507,62,"A",0,"O_507_611"
"O",86,615,93,816,54,"H",0,"O_615_816"
"O",86,623,77,729,67,"A",0,"O_623_729"
"O",86,632,63,508,51,"A",0,"O_508_632"
"O",86,635,65,847,63,"H",0,"O_635_847"
"O",86,638,71,667,69,"A",0,"O_638_667"
"O",86,641,80,596,73,"A",0,"O_596_641"
"O",86,642,77,517,68,"H",0,"O_517_642"
"O",86,657,56,528,54,"H",0,"O_528_657"
"O",86,663,87,779,80,"A",0,"O_663_779"
"O",86,666,75,661,72,"A",0,"O_661_666"
"O",86,678,76,587,66,"H",0,"O_587_678"
"O",86,687,86,584,49,"H",0,"O_584_687"
"O",86,700,75,828,56,"H",0,"O_700_828"
"O",86,701,76,536,72,"H",0,"O_536_701"
"O",86,705,63,664,61,"H",0,"O_664_705"
"O",86,710,55,760,53,"A",0,"O_710_760"
"O",86,714,67,575,51,"H",0,"O_575_714"
"O",86,719,99,690,84,"A",0,"O_690_719"
"O",86,720,65,628,57,"A",0,"O_628_720"
"O",86,721,89,629,84,"H",0,"O_629_721"
"O",86,722,76,794,69,"H",0,"O_722_794"
"O",86,737,81,559,66,"H",0,"O_559_737"
"O",86,751,90,643,63,"H",0,"O_643_751"
"O",86,761,60,542,53,"H",0,"O_542_761"
"O",86,765,66,716,56,"A",0,"O_716_765"
"O",86,767,65,809,43,"H",0,"O_767_809"
"O",86,793,95,796,83,"H",0,"O_793_796"
"O",86,795,76,820,62,"H",0,"O_795_820"
"O",86,824,84,801,71,"H",0,"O_801_824"
"O",86,825,112,799,53,"H",0,"O_799_825"
"O",86,827,85,790,76,"A",0,"O_790_827"
"O",86,829,90,717,72,"H",0,"O_717_829"
"O",86,846,74,624,66,"H",0,"O_624_846"
"O",86,852,75,821,69,"H",0,"O_821_852"
"O",86,855,70,694,57,"H",0,"O_694_855"
"O",87,510,68,752,55,"A",0,"O_510_752"
"O",87,511,76,783,68,"H",0,"O_511_783"
"O",87,513,69,572,57,"H",0,"O_513_572"
"O",87,515,67,675,62,"H",0,"O_515_675"
"O",87,516,62,811,60,"H",0,"O_516_811"
"O",87,519,80,580,76,"H",0,"O_519_580"
"O",87,520,75,534,69,"A",0,"O_520_534"
"O",87,539,78,512,70,"A",0,"O_512_539"
"O",87,544,66,679,44,"H",0,"O_544_679"
"O",87,547,80,833,67,"H",0,"O_547_833"
"O",87,548,43,823,41,"H",0,"O_548_823"
"O",87,553,64,735,46,"A",0,"O_553_735"
"O",87,568,86,554,71,"H",0,"O_554_568"
"O",87,574,83,654,63,"H",0,"O_574_654"
"O",87,588,67,532,55,"A",0,"O_532_588"
"O",87,589,73,653,69,"A",0,"O_589_653"
"O",87,590,70,768,59,"A",0,"O_590_768"
"O",87,600,61,550,58,"H",0,"O_550_600"
"O",87,606,79,839,58,"H",0,"O_606_839"
"O",87,607,71,758,64,"A",0,"O_607_758"
"O",87,620,74,597,59,"H",0,"O_597_620"
"O",87,626,68,749,65,"H",0,"O_626_749"
"O",87,627,61,659,42,"H",0,"O_627_659"
"O",87,630,63,834,58,"A",0,"O_630_834"
"O",87,631,78,718,54,"H",0,"O_631_718"
"O",87,634,58,762,55,"H",0,"O_634_762"
"O",87,645,91,832,73,"H",0,"O_645_832"
"O",87,647,69,565,68,"A",0,"O_565_647"
"O",87,652,68,753,65,"H",0,"O_652_753"
"O",87,669,64,537,51,"H",0,"O_537_669"
"O",87,672,66,703,46,"H",0,"O_672_703"
"O",87,674,84,518,74,"A",0,"O_518_674"
"O",87,680,64,688,62,"A",0,"O_680_688"
"O",87,682,65,791,50,"A",0,"O_682_791"
"O",87,686,64,750,52,"H",0,"O_686_750"
"O",87,709,78,803,74,"A",2,"O_709_803"
"O",87,711,84,835,83,"A",1,"O_711_835"
"O",87,713,71,681,58,"H",0,"O_681_713"
"O",87,723,56,605,40,"H",0,"O_605_723"
"O",87,724,71,689,57,"H",0,"O_689_724"
"O",87,725,71,810,66,"H",1,"O_725_810"
"O",87,726,51,818,45,"H",0,"O_726_818"
"O",87,727,61,807,50,"A",0,"O_727_807"
"O",87,731,63,778,53,"H",0,"O_731_778"
"O",87,732,74,755,58,"A",0,"O_732_755"
"O",87,738,60,849,57,"H",0,"O_738_849"
"O",87,739,66,838,57,"A",0,"O_739_838"
"O",87,740,80,601,73,"A",0,"O_601_740"
"O",87,744,74,658,71,"H",0,"O_658_744"
"O",87,745,66,648,58,"H",0,"O_648_745"
"O",87,748,81,543,75,"A",0,"O_543_748"
"O",87,756,83,613,60,"H",0,"O_613_756"
"O",87,757,80,538,57,"H",0,"O_538_757"
"O",87,766,66,782,58,"A",0,"O_766_782"
"O",87,770,92,618,70,"A",0,"O_618_770"
"O",87,771,76,764,74,"H",1,"O_764_771"
"O",87,777,71,776,63,"H",0,"O_776_777"
"O",87,781,88,730,71,"A",0,"O_730_781"
"O",87,792,75,579,65,"H",0,"O_579_792"
"O",87,800,75,812,56,"H",0,"O_800_812"
"O",87,806,60,808,50,"A",0,"O_806_808"
"O",87,814,83,614,69,"H",0,"O_614_814"
"O",87,815,62,585,55,"H",0,"O_585_815"
"O",87,831,76,830,71,"A",1,"O_830_831"
"O",87,848,55,545,53,"H",0,"O_545_848"
"O",87,851,79,622,43,"H",0,"O_622_851"
"O",87,853,86,578,50,"H",0,"O_578_853"
"O",88,535,75,844,57,"A",0,"O_535_844"
"O",88,541,73,704,70,"H",1,"O_541_704"
"O",88,561,71,567,37,"H",0,"O_561_567"
"O",88,612,74,558,45,"A",0,"O_558_612"
"O",88,633,73,710,61,"A",0,"O_633_710"
"O",88,736,63,531,46,"A",0,"O_531_736"
"O",88,842,81,566,59,"H",0,"O_566_842"
"O",88,845,85,826,82,"H",0,"O_826_845"
"O",88,854,61,728,48,"H",0,"O_728_854"
"O",89,502,70,852,63,"H",0,"O_502_852"
"O",89,503,59,798,45,"H",0,"O_503_798"
"O",89,505,59,734,54,"H",0,"O_505_734"
"O",89,506,62,804,61,"H",0,"O_506_804"
"O",89,509,76,642,66,"A",0,"O_509_642"
"O",89,512,88,783,70,"H",0,"O_512_783"
"O",89,514,92,608,69,"H",0,"O_514_608"
"O",89,515,80,674,73,"A",0,"O_515_674"
"O",89,516,73,572,62,"H",0,"O_516_572"
"O",89,518,58,504,57,"H",0,"O_504_518"
"O",89,519,56,682,55,"H",0,"O_519_682"
"O",89,521,80,793,77,"A",1,"O_521_793"
"O",89,522,75,540,50,"A",0,"O_522_540"
"O",89,524,76,700,73,"H",1,"O_524_700"
"O",89,526,65,597,49,"H",0,"O_526_597"
"O",89,533,55,517,48,"H",0,"O_517_533"
"O",89,534,95,690,83,"A",0,"O_534_690"
"O",89,536,82,821,69,"H",0,"O_536_821"
"O",89,537,64,529,52,"A",0,"O_529_537"
"O",89,544,77,588,67,"H",0,"O_544_588"
"O",89,546,72,663,58,"A",0,"O_546_663"
"O",89,547,85,510,80,"H",0,"O_510_547"
"O",89,549,92,737,88,"H",0,"O_549_737"
"O",89,552,77,855,69,"H",0,"O_552_855"
"O",89,554,90,600,72,"A",0,"O_554_600"
"O",89,558,63,567,51,"H",0,"O_558_567"
"O",89,561,86,612,50,"H",0,"O_561_612"
"O",89,563,57,538,53,"A",0,"O_538_563"
"O",89,564,74,807,68,"H",0,"O_564_807"
"O",89,565,76,757,69,"H",0,"O_565_757"
"O",89,566,72,621,55,"A",0,"O_566_621"
"O",89,568,67,550,63,"H",1,"O_550_568"
"O",89,569,75,775,58,"A",0,"O_569_775"
"O",89,571,58,610,56,"H",0,"O_571_610"
"O",89,574,76,622,73,"H",0,"O_574_622"
"O",89,575,79,562,74,"H",0,"O_562_575"
"O",89,580,75,791,58,"A",0,"O_580_791"
"O",89,590,106,594,88,"H",0,"O_590_594"
"O",89,593,75,837,69,"H",0,"O_593_837"
"O",89,595,61,527,57,"A",0,"O_527_595"
"O",89,602,70,635,68,"H",0,"O_602_635"
"O",89,603,89,577,77,"H",0,"O_577_603"
"O",89,614,82,601,80,"A",1,"O_601_614"
"O",89,615,77,570,67,"H",0,"O_570_615"
"O",89,617,81,661,66,"H",0,"O_617_661"
"O",89,618,75,709,65,"H",0,"O_618_709"
"O",89,620,87,763,85,"A",0,"O_620_763"
"O",89,623,72,625,70,"H",0,"O_623_625"
"O",89,624,66,530,47,"H",0,"O_530_624"
"O",89,629,64,556,63,"H",0,"O_556_629"
"O",89,632,77,685,59,"A",0,"O_632_685"
"O",89,634,70,579,55,"H",0,"O_579_634"
"O",89,636,81,637,79,"A",1,"O_636_637"
"O",89,638,77,591,70,"H",0,"O_591_638"
"O",89,639,74,836,73,"H",0,"O_639_836"
"O",89,640,85,827,72,"H",0,"O_640_827"
"O",89,643,64,820,57,"A",0,"O_643_820"
"O",89,646,85,586,84,"A",1,"O_586_646"
"O",89,647,80,806,58,"H",0,"O_647_806"
"O",89,660,70,559,68,"A",0,"O_559_660"
"O",89,665,67,619,66,"H",0,"O_619_665"
"O",89,667,91,784,57,"H",0,"O_667_784"
"O",89,669,61,581,51,"H",0,"O_581_669"
"O",89,670,60,628,46,"H",0,"O_628_670"
"O",89,671,79,715,70,"H",0,"O_671_715"
"O",89,672,69,711,64,"H",0,"O_672_711"
"O",89,675,67,655,51,"H",0,"O_655_675"
"O",89,676,95,722,80,"H",0,"O_676_722"
"O",89,679,50,532,46,"A",0,"O_532_679"
"O",89,680,84,713,64,"A",0,"O_680_713"
"O",89,683,100,707,94,"A",1,"O_683_707"
"O",89,686,61,739,56,"H",0,"O_686_739"
"O",89,687,77,797,45,"A",0,"O_687_797"
"O",89,689,73,543,62,"A",0,"O_543_689"
"O",89,692,100,555,91,"H",0,"O_555_692"
"O",89,693,67,560,62,"H",0,"O_560_693"
"O",89,695,77,694,42,"H",0,"O_694_695"
"O",89,698,63,721,46,"H",0,"O_698_721"
"O",89,699,66,613,60,"H",0,"O_613_699"
"O",89,701,73,788,57,"A",0,"O_701_788"
"O",89,702,91,650,77,"A",0,"O_650_702"
"O",89,706,71,823,46,"H",0,"O_706_823"
"O",89,712,74,723,64,"H",0,"O_712_723"
"O",89,714,55,678,54,"A",0,"O_678_714"
"O",89,716,74,542,68,"A",0,"O_542_716"
"O",89,718,68,834,64,"A",0,"O_718_834"
"O",89,724,68,748,63,"H",0,"O_724_748"
"O",89,725,67,818,57,"H",0,"O_725_818"
"O",89,727,72,808,57,"A",0,"O_727_808"
"O",89,728,55,531,54,"A",0,"O_531_728"
"O",89,732,74,758,52,"A",0,"O_732_758"
"O",89,733,85,582,77,"A",0,"O_582_733"
"O",89,735,58,545,51,"H",0,"O_545_735"
"O",89,736,58,854,45,"A",0,"O_736_854"
"O",89,741,72,599,66,"H",0,"O_599_741"
"O",89,742,69,583,58,"A",0,"O_583_742"
"O",89,743,62,780,36,"H",0,"O_743_780"
"O",89,744,88,589,80,"A",0,"O_589_744"
"O",89,745,74,776,56,"H",0,"O_745_776"
"O",89,746,74,717,73,"H",0,"O_717_746"
"O",89,747,58,523,55,"A",0,"O_523_747"
"O",89,751,70,787,58,"A",0,"O_751_787"
"O",89,753,66,730,44,"A",0,"O_730_753"
"O",89,754,64,557,52,"A",0,"O_557_754"
"O",89,755,81,607,77,"H",1,"O_607_755"
"O",89,761,84,705,65,"A",0,"O_705_761"
"O",89,766,79,659,60,"A",0,"O_659_766"
"O",89,767,70,666,60,"H",0,"O_666_767"
"O",89,769,78,604,77,"H",0,"O_604_769"
"O",89,770,72,803,71,"A",0,"O_770_803"
"O",89,772,58,801,40,"A",0,"O_772_801"
"O",89,773,84,508,75,"H",0,"O_508_773"
